state,name,address,phone,mobile,email,website,contact_person,purpose
maharashtra,Sabase Ngo,,,91-98909 49271,sabasengo@gmail.com,,A.,
maharashtra,Sadhana Village,,,,pusadhana@vsnl.com,,,
maharashtra,"Safer, Solar Power Utilisation Resource",,,,sakal@giaspn01.vsnl.net.in,,,
maharashtra,SAGAR – Saint Gadgebaba Agriculture & Rural Development Foundation,,,,sagarfoundation@gmail.com,,Dr.,
maharashtra,Sagar Mahule Shaishanik Va Samajik Sanstha,,,91-92252 33909,sagarmahule@gmail.com,,,
maharashtra,Sahakarratna Pratishtan,,,"91-98906 76500, 91-94203 06321",,,,
maharashtra,Sahara Aids Control Society,,,91-99212 88986,saharaaidscontrolsociety@yahoo.com,,,
maharashtra,S P J Sadhana School for the Developmentally Handicapped,,,,,,,
maharashtra,Saamrajya Foundation,,,91-90287 73237,saamrajya7@rediffmail.com,,Kiran Pawar,
maharashtra,Saathi,,,,saathi50@hotmail.com,,,
maharashtra,Rural Communes,,,,rcmuneer@vsnl.com,,,
maharashtra,Rural Development & Research Center,,,,skmahandule@gmail.com,,Sudhakar Mahandule Purpose,
maharashtra,Rural Educational Development Foundation,,,91-98228 94246,mmk3325@hotmail.com,,Dr. Mohsin,
maharashtra,Rustic Career Development Society,,,91-94221 58043,rcds-ptd@hotmail.com,,,
maharashtra,Rural Action Society Voluntary Organisation,,,91-97635 43902,rasvo_shivaji@yahoo.com,,Shivaji Prakash Bomble,
maharashtra,Rugna Seva Prakalp,,,91-94224 06785,rspmiraj@gmail.com,,Dr BhalChandra G,
maharashtra,Ruby Charitable Society,,,91-93723 48656,dr.talatkazi@ymail.com,,,
maharashtra,RSS Jankalyan Samiti,,,,rssjankalyan@yahoo.co.in,,Chandra,
maharashtra,RSP – Rashtra Swasthya Prabodhini,,,91-93243 16271,rsp_ngo@yahoo.co.in,,P.M. Nelwade,
maharashtra,RS Kauthekar Mahila Mandal,,,,,,Pame Gajanan,
maharashtra,Rotary Eye Care Trust,,,,,,Arvind Kasat,Eye hospital.
maharashtra,Rotary Club of Shirol,,,91-98226 02811,avinashtare2004@gmail.com,,Avinash Tare,
maharashtra,Rotary Club of Pune Kothrud,,,,deodhar@vsnl.com,,JayantDeodhar,
maharashtra,Righteous Foundation,,,,righteousfoundation@gmail.com,,Dayanand Nene,
maharashtra,Resource & Support Centre for Development,,,,rscdpune@vsnl.com,,Purpose :,
maharashtra,Resource & Support Centre for Development -Navi Mumbai,,,,rscd@vsnl.com,,,
maharashtra,Research Centre for Women’s Studies,,,,rcwssndt@bom3.vsnl.net.in,,,
maharashtra,Research & Implementation Society for Human Improvement,,,,rishi2001uk@yahoo.co.uk,,Omkar Ramtirthkar,
maharashtra,Rescue Foundation,,,,admin@rescuefoundation.net,,,
maharashtra,Renukamata Bahhudeshiya Sanstha,,,91-94234 75145,renukamatabasanstha@rediffmail.com,,,
maharashtra,Renuka Education & Social Multipurpose Institute,,,91-93206 78326,renuka.education@gmail.com,,Jaya Gawai,
maharashtra,Reelief Foundation,,,"91-99602 29966, 91-98220 82295",anil.borkar2000@yahoo.com,,,
maharashtra,Recycle Ecosystem,,,91-94225 13331,siddharth_u_s@yahoo.co.uk,,,
maharashtra,Real Foundation,,,91-97730 33310,realngo2009@gmail.com,,Dhwanit S. Rele,
maharashtra,Rayat Vikas Majoor Sahakari Sanstha Ltd,,,,rayatvikas@gmail.com,,Prakash Purpose,
maharashtra,Rayat Vikas Mahila Bachat Gat,,,,rayatvikas@gmail.com,,Prakash Purpose,
maharashtra,Rayat Seva Bhavi Sanstha,,,,rayatngo@gmail.com,,,
maharashtra,Rayat Probodhan Sanstha,,,,sadanandpurav@gmail.com,,Arun,
maharashtra,Rayat Foundation,,,91-98602 40319,rayatsanstha@gmail.com,,,
maharashtra,Rayat Bahu-Udeshiya Sevabhavi Samajik Sanstha,,,,rayatfoundation@gmail.com,,Mangesh Ashtekar,
maharashtra,Rastramata Jijau Charitable Trust,,,91-99602 38968,wadkarashok79@yahoo.com,,Ashok D. Wadkar,
maharashtra,Rashyriya Bhahu Uddheshiya Samajsevi Sanstha,,,91-94235 25663,ishapatil.13@gmail.com,,Kamble Sanju Jalindar,
maharashtra,Rashtriya Jagran Manch,,,,ra.jagranmanch@yahoo.com,,,
maharashtra,Ranidurgawati Adiwasi Bahuudeeshiya Sanstha,,,,ranidurgawati_abs@rediffmail.com,,Laxman D.Pendam,
maharashtra,Rani Laxmibai Shikshan Prasarak Va Bahuuddeshiya Sanstha,,,91-96047 27778,ranilaxmibai_organize@yahoo.com,,,
maharashtra,Ramparva Samajik Shikshnik Seva Samiti,,,91-98607 88812,rssssj@radiffmail.com,,Sandeep R. Kadam,Social
maharashtra,Ram Chandra Kashinath Rathod Charitable Trust,,,,info@rkrct.org,,,
maharashtra,Ramanand Medical Foundation,,,91-96234 52969,avhadganesh@yahoo.com,,Dr. Ganesh Avhad Purpose,
maharashtra,Rajyashri Shahu Bahuuddeshiya Prathishthan,,,91-98237 77490,rajpadghan@rediff.com,,Raju Padghan,
maharashtra,Rajiv Gandhi Memorial Education Society,,,,verdictweekly@gmail.com,,Krisshna,
maharashtra,Midas Trust,,,91-98196 12268,,,,
maharashtra,Chain Foundation,,,? 91-98203 20311,chainNGO@gmail.com,,? Bhavin Arvind,
maharashtra,Premankur Samajik Sanstha,,,,mangesh229@gmail.com,,,
maharashtra,Nirankar Shikshan Prasarak Mandal,,,"? 91-95618 16451 , 91-92716 58086",,,,
maharashtra,Nairsons Educational Society,,,91-98227 29186,nairharisai@gmail.com,http://www.nesnv.com,,
maharashtra,Lt. Vinayak Raghobaji Pohane Bahudessiya Shikshan Sanstha,,,? 91-93252 95966,ninad_pohane@yahoo.co.in,,? Ninad,
maharashtra,Dr G R Naik Memorial Charitable Trust,,,,npravin@ymail.com,,? Dr Pravin,
maharashtra,Raje Shivchatrapati Bahuudeshie Sevabahavi sansthan,,,91-94230 74874,deepakbornare@gmail.com,,,
maharashtra,Sri Sri Sheikshnik V Bahuddeshiya Sanstha,,,91-98907 35120,abhishek.wakhare@gmail.com,,,
maharashtra,Raje Sambhaji Gram Krushi Va Krushi Vikas Partishitan,,,91-94234 61369,vspisal@gmail.com,,? Vitthal Pisal,
maharashtra,SRCC Centre for Child Development,,,,info@srcc.org.in,http://srcc.org.in/,,
maharashtra,Rajashri Shahu Maharaj Swayarojagar Nirmiti Tantrshikshan Sanstha,,,91-94237 49107,rsmsntsshahu@yahoo.com,,Sanjay,
maharashtra,SPANDAN,,,,spandanpune@gmail.com,http://spandanpune.blogspot.com,Mahesh Kanherkar,
maharashtra,Rajarshi Shahu Bahuuddeshiy Gramvikas Sanstha,,,91-094231 20499,manishthul@yahoo.com,,? Manish Thool,
maharashtra,Sou. Liladevi Sitaram Agrawal Sarvajanik Vachnalaya,,,91-94222 04065,vijaybeej2002@gmail.com,,Sitaram,
maharashtra,Rajarshi Pratishthan,,,,drpradip82@yahoo.co.in,,? Sanjay Gulabrao Todmal. Purpose,
maharashtra,Somta Bal Ashram Trust,,,,ha21@hotmail.com,,Dr. Hemant Agrawal Purpose,
maharashtra,Rahi Shikshan Mandal,,,,blsir@rediffmail.com,http://www.rahi.com,?,
maharashtra,Somaiya Trust,,,91-98211 24600,premaiyer@somaiya.edu,,Prema,for starting Hindu University
maharashtra,Solace India Online,,,91-93705 09009,rachnajadon@gmail.com,,,
maharashtra,Rahemania Taleemi Society,,,91-99608 88907,rtsnilanga@reddif.com,,? Mohd. Farooq Deshmukh,
maharashtra,Sol Youth Association,,,91-97696 61516,info@solyouth.in,,,
maharashtra,Purna Vally Multipurpose Foundation,,,,p.ghawat@yahoo.com,,? Purushottam Ghawat,
maharashtra,Pune Zillha Kalyanakri Majur Sanstha,,,91-96739 11720,pzkyms@rediffmail.com,,? Navnath Ravba Bheske,
maharashtra,Pune Students Association,,,91-98606 53437,riyaaz.sheikh@gmail.com,http://www.psa.org.in,? Secretary Purpose,
maharashtra,Socio – Economic Development Trust,,,,sedt@pn2.vsnl.net.in,,,
maharashtra,Society Undertaking Poor People’s Onus for Rehabilitation,,,,,,,
maharashtra,Society of Human Liberty,,,,humanliberty@rediffmail.com,,Sachin More,
maharashtra,Society of He Nationalist,,,91-92263 39922,nationalist@zapak.com,,Manish Gade,Youth affairs
maharashtra,Pune Netra Seva Prathishthan,,,91-90963 19141,sameer_d9031@rediffmail.com,,,
maharashtra,Society for the Rehabilitation of Crippled Children,,,,,,Charu Jhaveri,Child
maharashtra,Pune Akshara Foundation,,,"91-94232 18087, 91-94816 39095, 91-99002 58331",,,,
maharashtra,Society for Research & Sustainable Development,,,91-98225 25544,srsd75@rediffmail.com,,Vijay,
maharashtra,Public Interest Lobby India,,,,helpo@vsnl.com,,? Abdul,
maharashtra,Pryatn Pankh Sewa Bhavi Sanstha,,,91-90968 71010,vijay.taur@yahoo.com,,Vijay Taur,
maharashtra,Society for Human & Enviromental Development,,,,shedkalina@yahoo.com,,,
maharashtra,PRYASH,,,91-90987 21257,vasant.kathane@rediffmail.com,http://www.prayashngo.com,,
maharashtra,Social Service League,,,,,,Prabhakar Sadhale,Art and
maharashtra,Protein Foods and Nutrition Development Association of India,,,,pfndai@vsnl.com,,?,
maharashtra,Social Human Rights Assocition,,,91-98238 80284,rajonly2u@yahoo.com,,Riyaz I. Tamboli,
maharashtra,Protecterra Ecological Foundation,,,91-99601 00550,pooja@protecterraef.org,,,
maharashtra,Prompt Care International Foundation,,,,pcif@vsnl.com,,,
maharashtra,Social Action for Litracy & Health,,,91-98691 10578,salah_action1996@yahoo.co.in,,,
maharashtra,Project Sharan,,,,info@projectssharan.org,,,
maharashtra,Project Mainstream,,,,promain@vsnl.net,,,
maharashtra,Social & Human Development Association,,,91-96895 34801,bachatdarshan@gmail.com,,,
maharashtra,Sobati,,,91-98694 62438,vighodke2002@rediffmail.com,,Awghadi,
maharashtra,Snehavardhini,,,,calistus@hotmail.com,,Calistus Fernandes,
maharashtra,Minority Development Trust,,,91-94030 02153,wcdtrust@gmail.com,,A.K.,
maharashtra,Late Ram Chandra Kashinath Rathod Charitable Trust,,,,info@rkrct.org,http://www.rkrct.org,?,
maharashtra,Sneh Pratisthan,,,91-92257 51301,jaihindsanjay@yahoo.co.in,,Sanjay Potdar,
maharashtra,Progressive Research Aids,,,,prapl@vsnl.com,,? Pramod,
maharashtra,Smt Kamla Mehta Dadar School for the Blind,,,,,,,
maharashtra,Maharashtra Andhashraddha Nirmoolan Samiti,,,,dabholkarn@hotmail.com,,,
maharashtra,Progressive Citizens Multipurpose Society,,,91-93260 16485,reenacross@gmail.com,,Reena Cross,
maharashtra,Smruti G A V B S Sanstha,,,,smruti.sanstha@gmail.com,,Vivek Deshmukh,
maharashtra,Mahila Utkarsha Pratishthan,,,91-94231 73777,muprisod@rediffmail.com,,,
maharashtra,PRN,,,91-93255 56475,rohan_neh007@ymail.com,,?,
maharashtra,Priyadarshani Shikshan Sanstha,,,91-98228 73882,just.trust@radiffmail.com,,Dattajirao,
maharashtra,Priti Bauuddeshiya Yuva Sevabhavi &Research Sanstha,,,"91-97673 45764, 91-90111 26465",shiloahnursing@gamil.com,,,
maharashtra,Smile Maker Oral Health Care Foundation,,,91-99233 87272,kolhe_kunal@yahoo.co.in,,Dr.Kunal Kolhe,
maharashtra,Slum Rehabilitation Society,,,,,,,
maharashtra,Prithvi Mahila & Bal Vikas Pratisthan,,,91-94222 56016,pgk.kul@gmail.com,,,
maharashtra,Prism Foundation,,,,prismfoundation@hellopune.com,,,
maharashtra,SKY Foundation,,,91-96199 61217,,,,
maharashtra,Siyon Multipurpose Education Society,,,91-98234 95743,vikrant.barse@gmail.com,,,
maharashtra,Prerna Sevabhavi Samajik Sanstha,,,,prernasamajiksanstha51@gmail.com,,? Deshmukh Venkatesh,
maharashtra,Sir Sayad Ahemad Khan Shikshan Parsark Mandal,,,91-98811 77880,ahemad2008@rediffmail.com,,Sk Nazeer Khairati,
maharashtra,Prerna Education Society,,,91-94221 11700,argnspl@rediffmail.com,,? Abhijeet Gupta,
maharashtra,Sipna Bahuddeshiya Shikshan Sanstha,,,91-93734 77530,wankhade.vijay@rediffmail.com,,R.c.Simalkar,
maharashtra,Prerana,,,,pppatkar@gaisbm01.vsnl.net.in,,?,
maharashtra,Singal Educational Welfare Association – Rasnal,,,91-98670 41811,singalgroup@yahoo.co.in,,,
maharashtra,Sindhi Sangat,,,91-98214 73200,info@sindhisangat.com,,,
maharashtra,Prerana Pratisthan,,,,,,"? Dasharath Nanaware Purpose 😕 Agriculture,",
maharashtra,Silver Inning Foundation,,,91-98198 19145,sailesh2000@gmail.com,,,
maharashtra,Premsadhna Sevabhavi Samajik Sanstha,,,,prashantmaac007@gmail.com,,? Prashant P Bagrecha,
maharashtra,Siddhivinayak Marg Residents Association,,,91-97023 26402,,,,
maharashtra,Siddheshwar Krushi & Gramin Vikas Sanstha,,,,siddheshwar_kgvs@yahoo.com,,Vilas Virbhadra Shete,
maharashtra,Prem Sagar,,,,,,? S. Alferd Purpose 😕 Child welfare,
maharashtra,Siddhartha Magasworgiya Krida Yuvak Va Kalyan Sanstha,,,91-98603 23863,siddharthamkyks@gmail.com,,M.S.Sable Purpose,
maharashtra,PRAYATNA,,,91-98230 55001,prayatnanasik@yahoo.com,,,
maharashtra,Prayas Shoshio Foundation,,,91-97667 89148,dubeyvinod24@gmail.com,,,
maharashtra,Shrusthi Hitech & Agriculture Development,,,,ravi.saste@yahoo.com,,Ravindra Saste,
maharashtra,Shrivatsa Mahila Sanstha,,,,bhargaveb@yahoo.com,http://www.atmabodh.org,Bhagyashree,
maharashtra,Praxis ‘Go Green’ Initiative,,,,gogreendrive@gmail.com,,,
maharashtra,Mukti Sadan Foundation,,,91-93233 20820,Muktisadan@gmail.com,,,
maharashtra,Shrinivas Yuva Foundation,,,,shrinivasyuvafoundation@ymail.com,,,
maharashtra,Praveen G. Chopade,,,91-99700 17292,pravichopade@gmail.com,,? Praveen,
maharashtra,Muktangan Mitra,,,,mukti@giaspn01.vsnl.net.in,,,
maharashtra,Shri Vyankatesh Pratishthan,,,91-90040 70558,ajitbarahatte@gmail.com,,Ajit Ashokrao Barahatte,
maharashtra,Pratidnya Sanstha,,,,pledge.org@gmail.com,,,
maharashtra,Pratham Education Initiative,,,,pratham@giasbmo1.vsnl.net.in,,,
maharashtra,Shri Vitthalrao Joshi Charities Trust,,,,vikaswalawalkar@walawalkarhospital.com,,,
maharashtra,MSETI – Mahabank Self Employment Training Institute,,,,mseti.a@rediffmail.com,,,
maharashtra,Prashik Bahuudeshiy Sewabhavi Sanstha,,,,prashik1@yahoo.co.in,,? Hemant,All Aims/Objectives/Mission : All
maharashtra,Prasang Magaswargiya Samaj Kalyan Sanstha,,,,prasang.trust@gmail.com,,? Dr. Gajapal P. Ingole,"Youth,"
maharashtra,Shri Siddhanagesh Bahuuddeshiya Mandal,,,91-98221 96609,snmaske4277@rediffmail.com,,Purpose : Education,Education
maharashtra,Prakruti,,,,kisansbc@vsnl.com,,,
maharashtra,Shri Satyasai Mahila Bahuuddeshiya Sanstha,,,91-94205 34681,manudevi123@gmail.com,,,
maharashtra,Mourya Foundation,,,91-98236 47004,mouryajeet@rediffmail.com,,Abhijeet,
maharashtra,Shri Satyasai Adiwasi Mahila Bahuuddeshiya sanstha,,,91-94205 34681,manudevi123@gmail.com,,,
maharashtra,Prakash Shikshan Prasarak Sanstha,,,,prasarak2002@yahoo.co.uk,,? P.B. Yadav,
maharashtra,Mother Multipurpose Foundation,,,91-094214 24242,ankush.wakde@rediffmail.com,,Purpose :,
maharashtra,Prakash Bhavan Seva Sang Trust,,,91-93213 19614,vedahilda@hotmail.com,,,
maharashtra,Pragatik Vidhyarthi Sangh,,,,,,? Jagannath B. Kamble,
maharashtra,Shri Sapatshrangi Samajik Shekshanik Va Gramin Vikas Sanstha,,,91-99228 64755,kundanpawar1975@gmail.com,,Kundan Kaniram Pawar,Education
maharashtra,Mother India Foundation,,,"91-98509 28921, 91-90492 33036",photoartsanjay@rediffmail.com,,? Sanjay,
maharashtra,Pragati Pratishthan,,,,,,? Vasant Patwardhan Purpose,
maharashtra,Shri Sant Yadavbaba Shikshan Prasarak Mandal,,,,,,Ashok Tanurkar,"Education,"
maharashtra,Pragati Mahila Mandal Budhoda,,,91-99237 89819,pragati.mandal@gmail.com,,? Sudhir Maske,To
maharashtra,Mother Foundation Charitable Trust,,,91-98217 20300,mother_charitabletrust@yahoo.co.in,,?,
maharashtra,Shri Sant Sakhumauli Shikshan Sanstha,,,"91-99700 78407, 91-99707 30097",,,,
maharashtra,Pragati Gramin Vikas Sanstha,,,,rs_dhatrak@rediffmail.com,,? R.S. Dhatrak Purpose,
maharashtra,Shri Sant Gajanan Maharaj Sevabhavi Sanstha,,,91-99707 06363,rahul.kanakdande@gmail.com,,Rahul Kanakdande,
maharashtra,Shri Sant Gadgebaba Seva Sansthan,,,91-94205 12955,ssgssindia@rediffmail.com,,Dr. Chandra,
maharashtra,Pragati Foundation,,,,pragatifoundation@vsnl.net,,,
maharashtra,Shri Sant Bashweshwar Bahuudeshiya Sevabhavi Sanstha,,,,bharati_care@yahoo.co.in,,Bharati Shivlingrao,
maharashtra,Pragati Bahu Uddeshiya Shaikshanik Sanstha,,,91-98234 74315,,,,
maharashtra,Money Life Foundation,,,,,,,
maharashtra,Pradnya Yuwak Kalyan Sanstha,,,"91-98236 95642, 91-94228 27198",,,,
maharashtra,Shri Samrathya Bhuddeshiya Seva Bhavi Sanstha,,,91-95793 76713,govind.rokade99@gmail.com,,,
maharashtra,Shri Samarth Bahu-Uddehi Sanstha,,,91-98222 02055,sagar.manjare@rediffmail.com,,"Pankaj, Suresh",
maharashtra,Pradnya Sammyak Social Development Organization,,,,dpodrm@yahoo.co.in,,?,
maharashtra,Shri Sai Shaikhsnik Va Sevabhavi Sanstha,,,"91-99212 20202, 91-99220 29484",sunil.gavali09@gmail.com,,,
maharashtra,Modern Educational Social & Cultural Organisation,,,,mescotrust@mescotrust.org,,,
maharashtra,Prabodhini Mahila Samajik Sanstha,,,"91-98697 65361, 91-93217 65361.",priyankaghanekarg9@mail.com,,,
maharashtra,Shri Sai Seva Education & Health Foundation Shrirampur,,,,saisevafoundation@yahoo.in,,Ramesh,
maharashtra,Model Action for Rural Chnage,,,91-9422009795,tanmaykem@yahoo.com,,Shivaji Talekar,
maharashtra,Prabhat Bahuudeshiya Sevabhavi Sanstha,,,91-95032 05074,,,,
maharashtra,Shri Pandurang Vikas Sanstha,,,,htsaid@rediffmail.com,,,
maharashtra,Prabhakar Vasudev Khedlekar Educational Society,,,,itcsinnar@rediffmail.com,,? Nitin Prabhakar Khedlekar,
maharashtra,Shri Narayanrao Navagare Education Trust,,,91-98922 43779,navagare@yahoo.co.in,,Deepak Navagare,
maharashtra,Prabha Hira Pratishthan,,,91-99701 69949,info@palawi.org,,,
maharashtra,Mobilized Action to Reach The Goal,,,91-98678 45642,panigrahisantosh79@gmail.com,,? Santosh Panigrahi,
maharashtra,Shri Mandveshawar Gram Vikas Sanstha,,,,ptd_pudhari@yahoo.co.in,,Lawande Ramesh,
maharashtra,PPN – People’s Power of Nation,,,91-98200 25958,panchemorganics@yahoo.com,,,
maharashtra,PMTS,,,,sakal@giaspn01.vsnl.net.in,,? Prabhakar,
maharashtra,Mobile Creches,,,,kochar@bom3.vsnl.net.in,,?,
maharashtra,MOB,,,,mob_india@rediffmail.com,,,
maharashtra,"Shri Jagdamba Mahila, Bal & Apang Kalyan Mandal",,,,anantware@rediffmail.com,,Anant Ware,
maharashtra,Planning Rural-Urban Integrated Development through Education,,,,vkadri@bol.net.in,,,
maharashtra,Pioneer Foundation,,,91-94227 71007,,,,
maharashtra,MITRA,,,,levagurjars@rediffmail.com,,? Ishwar Chaudhari,
maharashtra,Shri Gurukul Bahuuddeshiya Shikshan Sanstha,,,91-94221 56777,tbhartiya@gmail.com,,,
maharashtra,Shri Gurav Bandhu Vividh Vikas Seva Trust,,,91-96893 64880,ravindrabkshir@rediffmail.com,,Ravindra,
maharashtra,Peoples Welfare Society,,,,samakendre@rediffmail.com,,Dr. Sadashiv Kendre,
maharashtra,Shri Ganesh Shikshan Prasarak Mandal,,,91-094220 72834,sgspmltr_maharashtra@yahoo.co.in,,,
maharashtra,Mitra medical & Educational Trust,,,91-96043 87860,drkiranb@hotmail.com,,Dr. Kiran,
maharashtra,People’s Institute of Rural Development,,,,president_pird@yahoo.com,http://www.pird.org,?,
maharashtra,Shri Gajanan Maharaj Krushi & Shaikshanik Sanstha,,,,dkayande@sancharnet.in,,,
maharashtra,People’s Action for Development,,,,,,? Dnyanesh Bhat,
maharashtra,Patroun Foundation,,,"91-98600 93600, 91-094228 94483",patrounfoundation@gmail.com,,,
maharashtra,Mitra Bahuddehiya Sevabhavi Sanstha,,,91-94232 26482,sachinlabade@gmail.com,,?,
maharashtra,Pathak Trust,,,,info@pathaktrust.com,,,
maharashtra,"Shri Chhatrapati Shahu Maharaj Shikshan Sanstha Motala, Minority Buddhist",,,,jaydev.jayarc@gmail.com,,,
maharashtra,Missionary Evangelism Society,,,91-93706 77736,email.missionary@gmail.com,,,
maharashtra,"Passages Association for Guidance, Education & Support",,,,,,? Nalini,
maharashtra,Shri Chaitnya Mauli Vishwasth Mandal,,,91-98603 75811,chaitnya@ymail.com,,,
maharashtra,"Missionaries of Love, Hope & Will",,,"91-98695 47241, 91-98204 84581",olivia0059@gmail.com,,,
maharashtra,PASS,,,,ssmrtr@gmail.com,,? Sachin,
maharashtra,Shri Asim Saraf Memorial,,,91-9422132770,pankajsaraf1@gmail.com,,Pankaj,
maharashtra,Pasaydan Pratisthan,,,,info@pasaydan.in,http://www.pasaydan.in,? Sachin Pawale,
maharashtra,Mission of Compassion,,,91-98339 44417,samson.suresh@gmail.com,,? Samson Suresh,
maharashtra,Shri Ankheri Devi Shaiksanik Samajik Sanskrutik,,,,adssskmfkd@gmail.com,,Jaybhay A J,
maharashtra,PARYAY,,,,paryayorg@gmail.com,,,
maharashtra,Miracle Aid Foundation,,,91-80872 66744,mail@miraclefoundation.org.in,,,
maharashtra,Shree Vighnehswar Vyavsaik Shikshan Va Gram Vikas Sanstha,,,91-98603 31539,Shreevighneshwar@rediffmail.com,,,
maharashtra,Paryay Pratishtan,,,"91-90110 17763, 91-99224 21538",vaman.bajare@rediffmail.com,,Vaman Bajare,
maharashtra,Paryavaran Pratham,,,91-94223 57655,paryavaranpratham@gmail.com,,? Aprup Adawadkar,
maharashtra,Shree Venkateshwara Sevabhavi Sanstha,,,91-99229 69931,vilas0033@gmail.com,,,
maharashtra,Parvatimata Shikshan Sanstha,,,91-90110 74845,balbhim@in.com,,Kadam Aniket Purpose,
maharashtra,Shree Sai Samarth Bahuuddshiy Sanstha,,,,dnitin12@hotmail.com,,Nitin Deore,To help the
maharashtra,Parivartan Samajik Sanstha,,,,ngoparivartan@yahoo.co.in,,? Maruti Tatyarao Bansode,
maharashtra,Shree Mahavir Gramudyog Vikas & Prashikshan Sanstha,,,91-98196 01225,shreemahavir58@gmail.com,,,
maharashtra,Parivartan Bahuuddeshiya Sanstha,,,,,,,
maharashtra,Parisar,,,,,? http://www.parisar.org,?,
maharashtra,Shree Mahalaxmi Pratishtans Trust,,,91-98196 51004,,,,
maharashtra,PARIPURNA,,,91-93251 94288,naziya_shaikh22@rediffmail.com,,,
maharashtra,Shree Jai Bhavani Vikas Sanstha,,,91-97656 31724,jbvsmangrul@rediff.com,,Sambhappa Upase,Need
maharashtra,Paraplegic Foundation,,,,paraplegicfoundation@yahoo.com,,,
maharashtra,Shree Gajanan Trust,,,,mothernchild@vsnl.net,,,
maharashtra,Shree Foundation,,,91-98222 61382,vdnimbalkar@rediffmail.com,,Vikram D. Nimbalkar,
maharashtra,Shree Datta Prasad Mahila Mandal,,,91-98504 63674,,,,
maharashtra,Shree Amrutvahini Gramvikas Mandal,,,,amrutvaahini@gmail.com,,Dilip Vasant Gunjal,
maharashtra,Shramik Janata Vikas Sanstha,,,,,shramikmedha.googalepages.com,Adinath Ombale Purpose,
maharashtra,Pandit Dindayal Shaikshnik Va Bahhuudeshiyay Sanstha,,,91-94221 66976,jayshriram4@yahoo.com,,,
maharashtra,Shraddha Charitable Trust,,,,shraddha@hathway.com,,,
maharashtra,Pancsheel Bahuudeshiya Sasntha,,,91-99229 24651,pradeepsurwase@gmail.com,,? Praddeep Rajaram Surwase Purpose,
maharashtra,Shiva DMD Health & Education Trust,,,91-98925 59169,shivadmd@gmail.com,,,
maharashtra,Shiv Chatrapati Seva Bhavi Sanstha,,,91-94224 72137,deva_5112@yahoo.co.in,,,
maharashtra,Panchsheel,,,91-98810 54012,sayaliswasti@yahoo.com,,? Santosh Mankoskar,
maharashtra,Shishu-Adhar-‘for the Child’,,,,,,Bharati Ghate,
maharashtra,Shirish Bahuddeshiya Sanstha,,,91-93261 65961,ps_phadake@rediffmail.com,,,
maharashtra,Panchsheel Mitra Mandal,,,,gavalebhau@gmail.com,,? Gavale Gautam,Multipurpose
maharashtra,SHINE – Society for Humanity Intargation Nature & Equality,,,"91-94236 05694, 91-94205 15732",shine_nagpur@yahoo.co.in,,Ranjan,
maharashtra,Panchsheel Bahuudeshiya Sasntha,,,91-98905 07298,ankush_katare@rediffmail.com,,,
maharashtra,Shelter Associates,,,,shelter@ip.eth.net,,Pratima Joshi,
maharashtra,SHAW – Supreme Humanity Association of the World,,,91-98904 14448,ngodpg@yahoo.co.in,,,
maharashtra,Pain Relief Foundation,,,,ramanuj@painrelieffoundation.com,,,
maharashtra,Shastri Memorial Foundation,,,91-98202 83548,shastrimemorial@gmail.com,,,
maharashtra,Ozone Foundation,,,91-93209 98017,ozonefoundation@gmail.com,,?,
maharashtra,SharadChandra Foundation,,,91-90113 08354,sharadraut333@rediffmail.com,,Sharad,
maharashtra,Sharada Sevabhavi Sanstha,,,,drchavanbotany@yahoo.com,,Dr.Chavan Vinayak,"Reseach,"
maharashtra,Our Ladys Educational Society,,,91-94224 00065,fred_oles@yahoo.com,,? Fredrick Samuel,
maharashtra,Shape Up India,,,91-98922 16049,,,Chhaya Thomare,"Health, education,"
maharashtra,Shantidoot Shikshan Prasarak Mandal,,,91-99751 74162,shantidootspm@gmail.com,,B.M. Sable,
maharashtra,Shantidoot Pratishthan,,,,shivaji_gawande@yahoo.com,,"Shivaji Gawande,",
maharashtra,Oriental Human Rights Protection Forum,,,,,,,
maharashtra,Options,,,,options42@hotmail.com,,,
maharashtra,Shantai Mahila Pratishthan,,,91-90214 43456,prafullonline4u@rediffmail.com,,Prafull,
maharashtra,OPK Educational & Charitable Trust,,,91-99676 35555,creativeschool@rediffmail.com,,,
maharashtra,Shakti Charitable Trust,,,91-98336 68581,preeti_dandekar@yahoo.com,,,
maharashtra,Oomang Community Center,,,91-93211 27043,oomang.cns@gmail.com,http://www.oomang.org,?,
maharashtra,Shahjirav Patil Sevabhavi Sanstha,,,91-99235 83107,spsevabhavisanstha@yahoo.in,,Sagar Thakur,
maharashtra,SGVK – Sahara Gram Vikas Kendra Bhatumba,,,91-94213 71061,jogdand.laxman@reddiffmail.com,,Laxman Jogdand,Education
maharashtra,Omkar Charitable Trust,,,91-94238 65056,omkarcharitable@yahoo.co.in,,"? Pankaj Lanjekar,",
maharashtra,Seven Seas Foundation,,,,pandit@lakshad.com,,,
maharashtra,Om Shree Om Pratisthan,,,,enquiry@omshreeom.org,http://www.omshreeom.org,? Rahul,
maharashtra,SEVAVARDHINI,,,,sevavardhini@gmail.com,,Pramod Kulkarni,
maharashtra,Sevadham Trust,,,,nrd1675@hotmail.com,,,
maharashtra,Om Sarvjinik Shikshan Prasarak Mandal,,,,sansthaom@yahoo.in,,? Nanak Vedi,"Education,"
